Nama Tempat Wisata,Alamat,Jenis Wisata,Deskripsi,Koordinat,Rating,Kota,Deskripsi Singkat
Bromo #73,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.4,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pulau Weh #4518,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.8,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Candi Borobudur #6941,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.0,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Labuan Bajo #6065,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.8,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bromo #39,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.6,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Candi Borobudur #4647,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.7,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Taman Sari #4413,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Candi Borobudur #3334,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bromo #3175,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.7,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Bukit Tinggi #3773,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.8,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #18,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.9,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Candi Borobudur #7914,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.5,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pulau Weh #5518,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.9,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bukit Tinggi #5505,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #8865,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.2,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bukit Tinggi #6255,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Labuan Bajo #7227,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.7,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Candi Borobudur #6814,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.3,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Labuan Bajo #3716,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.0,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bukit Tinggi #8219,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",3.8,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Danau Toba #9059,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pulau Weh #1305,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.7,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Candi Borobudur #8275,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.5,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Losari #3502,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.1,Makassar,Tempat favorit menikmati sunset di Makassar....
Bukit Tinggi #1165,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.1,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pantai Losari #7412,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.9,Makassar,Tempat favorit menikmati sunset di Makassar....
Wakatobi #1159,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.4,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bromo #4836,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.2,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Labuan Bajo #8570,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.0,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bukit Tinggi #34,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.8,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bukit Tinggi #7609,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.8,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Pulau Weh #9693,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.5,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Labuan Bajo #5865,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.0,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pantai Losari #5364,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.9,Makassar,Tempat favorit menikmati sunset di Makassar....
Labuan Bajo #9195,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.5,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Wakatobi #4658,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.0,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Bromo #8819,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.1,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Kuta #6067,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Kuta #7298,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.7,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Kuta #9887,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bromo #349,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.5,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #3764,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.5,Makassar,Tempat favorit menikmati sunset di Makassar....
Wakatobi #7921,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Candi Borobudur #4967,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.3,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #7278,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.3,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Taman Sari #3552,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.7,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Pulau Weh #8951,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.8,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Wakatobi #6079,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Labuan Bajo #8640,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",3.9,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bukit Tinggi #3003,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bukit Tinggi #7684,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.3,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Danau Toba #2135,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pantai Kuta #3615,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Pantai Losari #3002,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.4,Makassar,Tempat favorit menikmati sunset di Makassar....
Bukit Tinggi #9282,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.4,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Taman Sari #7859,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.5,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #3231,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.7,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #1796,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.8,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bukit Tinggi #8538,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.7,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Candi Borobudur #3872,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",3.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #975,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.4,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Candi Borobudur #66,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.8,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bromo #5789,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.0,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #458,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.1,Makassar,Tempat favorit menikmati sunset di Makassar....
Labuan Bajo #3774,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.5,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Taman Sari #1223,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.3,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bromo #1291,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.3,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Danau Toba #1024,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.4,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #4081,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.3,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Danau Toba #2541,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.0,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Wakatobi #445,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.4,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #6446,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.8,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Losari #5808,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Losari #47,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.2,Makassar,Tempat favorit menikmati sunset di Makassar....
Candi Borobudur #9261,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.9,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Kuta #6391,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Danau Toba #7438,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.6,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pantai Losari #1384,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.0,Makassar,Tempat favorit menikmati sunset di Makassar....
Bromo #6011,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.8,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Danau Toba #1384,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.6,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Danau Toba #9582,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.0,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #2413,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.2,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Kuta #7328,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Bukit Tinggi #4564,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.1,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Taman Sari #2481,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",5.0,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #8261,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.7,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Danau Toba #6571,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.3,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pulau Weh #6299,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.2,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Wakatobi #8252,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.3,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pulau Weh #2874,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.1,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Labuan Bajo #3646,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.3,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Candi Borobudur #3613,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Losari #6595,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.4,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Losari #4295,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Bromo #6756,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",5.0,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #9742,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",4.7,Makassar,Tempat favorit menikmati sunset di Makassar....
Pantai Losari #6866,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.8,Makassar,Tempat favorit menikmati sunset di Makassar....
Candi Borobudur #4941,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.9,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Bukit Tinggi #1322,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Taman Sari #8875,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.3,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Labuan Bajo #2800,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.3,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Bromo #8573,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",3.8,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Taman Sari #4327,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.7,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Taman Sari #2198,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",3.6,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
Bromo #8256,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.4,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Danau Toba #8741,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bukit Tinggi #6942,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.0,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Bukit Tinggi #7555,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.9,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #6435,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.3,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Pantai Kuta #6240,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",3.6,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Danau Toba #2095,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",3.9,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Pulau Weh #5221,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",3.7,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bromo #5015,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.8,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Pantai Losari #2168,"Jl. Penghibur, Makassar",Pantai,Tempat favorit menikmati sunset di Makassar.,"-5.1477, 119.4121",3.9,Makassar,Tempat favorit menikmati sunset di Makassar....
Danau Toba #1326,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.7,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Bromo #6703,"Probolinggo, Jawa Timur",Gunung,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler.,"-7.9425, 112.9530",4.8,Probolinggo,Gunung berapi aktif dengan pemandangan matahari terbit yang spektakuler....
Danau Toba #3725,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.8,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Candi Borobudur #1998,"Magelang, Jawa Tengah",Sejarah,Candi Buddha terbesar di dunia dengan relief yang menakjubkan.,"-7.6079, 110.2038",4.6,Magelang,Candi Buddha terbesar di dunia dengan relief yang menakjubkan....
Pantai Kuta #3219,"Jl. Pantai Kuta, Bali",Pantai,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar.,"-8.7178, 115.1686",4.8,Bali,Pantai terkenal dengan pasir putih dan ombak yang cocok untuk berselancar....
Danau Toba #885,"Parapat, Sumatera Utara",Danau,Danau vulkanik terbesar di Asia Tenggara.,"2.6806, 98.8756",4.0,Parapat,Danau vulkanik terbesar di Asia Tenggara....
Labuan Bajo #5688,"Flores, NTT",Bahari,Gerbang menuju Taman Nasional Komodo.,"-8.4962, 119.8870",4.8,Labuan Bajo,Gerbang menuju Taman Nasional Komodo....
Pulau Weh #4811,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.0,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Pulau Weh #6791,"Sabang, Aceh",Bahari,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving.,"5.8897, 95.3160",4.3,Sabang,Pulau dengan keindahan bawah laut yang memukau untuk snorkeling dan diving....
Bukit Tinggi #9646,"Bukittinggi, Sumatera Barat",Alam,Kota dengan udara sejuk dan panorama alam yang indah.,"-0.3050, 100.3692",4.0,Bukittinggi,Kota dengan udara sejuk dan panorama alam yang indah....
Wakatobi #8374,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",3.7,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Wakatobi #1340,Sulawesi Tenggara,Bahari,Taman nasional laut dengan keanekaragaman hayati bawah laut.,"-5.4680, 123.7500",4.4,Wakatobi,Taman nasional laut dengan keanekaragaman hayati bawah laut....
Taman Sari #7301,"Jl. Tamanan, Yogyakarta",Sejarah,Kompleks pemandian kerajaan Yogyakarta yang eksotis.,"-7.8145, 110.3609",4.1,Yogyakarta,Kompleks pemandian kerajaan Yogyakarta yang eksotis....
